"ID";"RegioS";"Perioden";"PrijsindexVerkoopprijzen_1";"OntwikkelingTOVVoorgaandePeriode_2";"OntwikkelingTOVEenJaarEerder_3";"VerkochteWoningen_4";"OntwikkelingTOVVoorgaandePeriode_5";"OntwikkelingTOVEenJaarEerder_6";"GemiddeldeVerkoopprijs_7";"TotaleWaardeVerkoopprijzen_8"
"895";"PV21  ";"2020KW03";"138.9";"3.9";"8";"2296";"8.5";"-2.5";"257293";"591"
"896";"PV22  ";"1995KW01";"43.1";;;"918";;;"83472";"77"
"897";"PV22  ";"1995KW02";"43.4";"0.8";;"1299";"41.5";;"81315";"106"
"898";"PV22  ";"1995KW03";"44.7";"3";;"1377";"6";;"87093";"120"
"899";"PV22  ";"1995KW04";"45.5";"1.7";;"1476";"7.2";;"87187";"129"
"900";"PV22  ";"1995JJ00";"44.2";;;"5070";;;"84984";"431"
"901";"PV22  ";"1996KW01";"46.3";"1.9";"7.6";"1228";"-16.8";"33.8";"84345";"104"
"902";"PV22  ";"1996KW02";"47.7";"3";"9.9";"1553";"26.5";"19.6";"89171";"138"
"903";"PV22  ";"1996KW03";"49.5";"3.8";"10.8";"1505";"-3.1";"9.3";"96118";"145"
"904";"PV22  ";"1996KW04";"50.3";"1.5";"10.5";"1662";"10.4";"12.6";"94504";"157"
"905";"PV22  ";"1996JJ00";"48.5";"9.7";"9.7";"5948";"17.3";"17.3";"91422";"544"
"906";"PV22  ";"1997KW01";"51.1";"1.7";"10.3";"1339";"-19.4";"9";"90919";"122"
"907";"PV22  ";"1997KW02";"52.4";"2.5";"9.8";"1975";"47.5";"27.2";"91899";"181"
"908";"PV22  ";"1997KW03";"54.1";"3.2";"9.1";"1768";"-10.5";"17.5";"97124";"172"
"909";"PV22  ";"1997KW04";"54.6";"1.1";"8.7";"1894";"7.1";"14";"101293";"192"
"910";"PV22  ";"1997JJ00";"53.1";"9.5";"9.5";"6976";"17.3";"17.3";"95585";"667"
"911";"PV22  ";"1998KW01";"55.8";"2.1";"9.1";"1429";"-24.6";"6.7";"98645";"141"
"912";"PV22  ";"1998KW02";"57";"2.2";"8.8";"1700";"19";"-13.9";"102292";"174"
"913";"PV22  ";"1998KW03";"58.9";"3.4";"9";"1775";"4.4";"0.4";"113150";"201"
"914";"PV22  ";"1998KW04";"60.7";"3.1";"11.2";"1874";"5.6";"-1.1";"113538";"213"
"915";"PV22  ";"1998JJ00";"58.1";"9.5";"9.5";"6778";"-2.8";"-2.8";"107476";"728"
"916";"PV22  ";"1999KW01";"62.8";"3.3";"12.5";"1459";"-22.1";"2.1";"111931";"163"
"917";"PV22  ";"1999KW02";"65.3";"4.1";"14.6";"1795";"23";"5.6";"118908";"213"
"918";"PV22  ";"1999KW03";"69.2";"6";"17.5";"1887";"5.1";"6.3";"128656";"243"
"919";"PV22  ";"1999KW04";"72.9";"5.3";"20";"1887";"0";"0.7";"133785";"252"
"920";"PV22  ";"1999JJ00";"67.6";"16.3";"16.3";"7028";"3.7";"3.7";"124071";"872"
"921";"PV22  ";"2000KW01";"75.5";"3.6";"20.3";"1389";"-26.4";"-4.8";"133310";"185"
"922";"PV22  ";"2000KW02";"79.6";"5.3";"21.8";"1708";"23";"-4.8";"144186";"246"
"923";"PV22  ";"2000KW03";"82.9";"4.2";"19.7";"1715";"0.4";"-9.1";"153361";"263"
"924";"PV22  ";"2000KW04";"85";"2.6";"16.6";"1771";"3.3";"-6.1";"156241";"277"
"925";"PV22  ";"2000JJ00";"80.8";"19.5";"19.5";"6583";"-6.3";"-6.3";"147524";"971"
"926";"PV22  ";"2001KW01";"87.4";"2.8";"15.7";"1201";"-32.2";"-13.5";"157500";"189"
"927";"PV22  ";"2001KW02";"90.5";"3.6";"13.8";"1560";"29.9";"-8.7";"163501";"255"
"928";"PV22  ";"2001KW03";"91.6";"1.2";"10.5";"1590";"1.9";"-7.3";"166450";"265"
"929";"PV22  ";"2001KW04";"92.4";"0.9";"8.7";"1759";"10.6";"-0.7";"162083";"285"
"930";"PV22  ";"2001JJ00";"90.5";"12.1";"12.1";"6110";"-7.2";"-7.2";"162681";"994"
"931";"PV22  ";"2002KW01";"93.7";"1.3";"7.2";"1417";"-19.4";"18";"165453";"234"
"932";"PV22  ";"2002KW02";"95.4";"1.9";"5.4";"1538";"8.5";"-1.4";"167972";"258"
"933";"PV22  ";"2002KW03";"97.1";"1.8";"6";"1579";"2.7";"-0.7";"177539";"280"
"934";"PV22  ";"2002KW04";"97.4";"0.3";"5.4";"1599";"1.3";"-9.1";"174724";"279"
"935";"PV22  ";"2002JJ00";"95.9";"6";"6";"6133";"0.4";"0.4";"171613";"1053"
"936";"PV22  ";"2003KW01";"98.4";"1";"5.1";"1179";"-26.3";"-16.8";"175780";"207"
"937";"PV22  ";"2003KW02";"99.9";"1.5";"4.7";"1502";"27.4";"-2.3";"176474";"265"
"938";"PV22  ";"2003KW03";"100.5";"0.6";"3.4";"1452";"-3.3";"-8";"176666";"257"
"939";"PV22  ";"2003KW04";"100.5";"0.1";"3.2";"1672";"15.2";"4.6";"176721";"295"
"940";"PV22  ";"2003JJ00";"99.8";"4.1";"4.1";"5805";"-5.3";"-5.3";"176452";"1024"
"941";"PV22  ";"2004KW01";"103";"2.5";"4.7";"1182";"-29.3";"0.3";"176610";"209"
"942";"PV22  ";"2004KW02";"103.5";"0.5";"3.6";"1514";"28.1";"0.8";"180193";"273"
"943";"PV22  ";"2004KW03";"105.6";"2";"5.1";"1420";"-6.2";"-2.2";"190606";"271"
"944";"PV22  ";"2004KW04";"106";"0.4";"5.4";"1520";"7";"-9.1";"180152";"274"
"945";"PV22  ";"2004JJ00";"104.5";"4.7";"4.7";"5636";"-2.9";"-2.9";"182054";"1026"
"946";"PV22  ";"2005KW01";"107.1";"1.1";"3.9";"1196";"-21.3";"1.2";"184318";"220"
"947";"PV22  ";"2005KW02";"108.6";"1.4";"4.9";"1542";"28.9";"1.8";"190065";"293"
"948";"PV22  ";"2005KW03";"110.7";"1.9";"4.9";"1714";"11.2";"20.7";"198134";"340"
"949";"PV22  ";"2005KW04";"111";"0.3";"4.8";"1698";"-0.9";"11.7";"194603";"330"
"950";"PV22  ";"2005JJ00";"109.4";"4.6";"4.6";"6150";"9.1";"9.1";"192449";"1184"
"951";"PV22  ";"2006KW01";"112.6";"1.5";"5.2";"1401";"-17.5";"17.1";"199417";"279"
"952";"PV22  ";"2006KW02";"114.2";"1.4";"5.1";"1555";"11";"0.8";"203965";"317"
"953";"PV22  ";"2006KW03";"115.4";"1";"4.2";"1641";"5.5";"-4.3";"210399";"345"
"954";"PV22  ";"2006KW04";"116";"0.6";"4.5";"1599";"-2.6";"-5.8";"208012";"333"
"955";"PV22  ";"2006JJ00";"114.6";"4.8";"4.8";"6196";"0.7";"0.7";"205685";"1274"
"956";"PV22  ";"2007KW01";"118.2";"1.8";"4.9";"1200";"-25";"-14.3";"204328";"245"
"957";"PV22  ";"2007KW02";"119.3";"1";"4.5";"1457";"21.4";"-6.3";"215997";"315"
"958";"PV22  ";"2007KW03";"120.2";"0.7";"4.2";"1512";"3.8";"-7.9";"218477";"330"
"959";"PV22  ";"2007KW04";"121";"0.7";"4.3";"1507";"-0.3";"-5.8";"220829";"333"
"960";"PV22  ";"2007JJ00";"119.7";"4.5";"4.5";"5676";"-8.4";"-8.4";"215473";"1223"
"961";"PV22  ";"2008KW01";"121.6";"0.5";"2.9";"1193";"-20.8";"-0.6";"213613";"255"
"962";"PV22  ";"2008KW02";"121.7";"0.1";"2";"1465";"22.8";"0.5";"216953";"318"
"963";"PV22  ";"2008KW03";"122.7";"0.8";"2.2";"1446";"-1.3";"-4.4";"214433";"310"
"964";"PV22  ";"2008KW04";"121.9";"-0.7";"0.7";"1306";"-9.7";"-13.3";"213720";"279"
"965";"PV22  ";"2008JJ00";"122";"1.9";"1.9";"5410";"-4.7";"-4.7";"214763";"1162"
"966";"PV22  ";"2009KW01";"122.3";"0.4";"0.6";"829";"-36.5";"-30.5";"201608";"167"
"967";"PV22  ";"2009KW02";"118.6";"-3";"-2.5";"933";"12.5";"-36.3";"199549";"186"
"968";"PV22  ";"2009KW03";"117.1";"-1.3";"-4.6";"956";"2.5";"-33.9";"196718";"188"
"969";"PV22  ";"2009KW04";"116.3";"-0.7";"-4.6";"1025";"7.2";"-21.5";"199638";"205"
"970";"PV22  ";"2009JJ00";"118.6";"-2.8";"-2.8";"3743";"-30.8";"-30.8";"199306";"746"
"971";"PV22  ";"2010KW01";"116.4";"0.1";"-4.8";"732";"-28.6";"-11.7";"204821";"150"
"972";"PV22  ";"2010KW02";"116.9";"0.4";"-1.5";"977";"33.5";"4.7";"201852";"197"
"973";"PV22  ";"2010KW03";"116.6";"-0.2";"-0.4";"947";"-3.1";"-0.9";"206809";"196"
"974";"PV22  ";"2010KW04";"114.5";"-1.8";"-1.5";"1007";"6.3";"-1.8";"207443";"209"
"975";"PV22  ";"2010JJ00";"116.1";"-2.1";"-2.1";"3663";"-2.1";"-2.1";"205264";"752"
"976";"PV22  ";"2011KW01";"113.9";"-0.6";"-2.2";"807";"-19.9";"10.2";"197112";"159"
"977";"PV22  ";"2011KW02";"113.7";"-0.1";"-2.7";"829";"2.7";"-15.1";"203589";"169"
"978";"PV22  ";"2011KW03";"112.5";"-1.1";"-3.6";"855";"3.1";"-9.7";"206030";"176"
"979";"PV22  ";"2011KW04";"111.9";"-0.5";"-2.3";"955";"11.7";"-5.2";"206155";"197"
"980";"PV22  ";"2011JJ00";"113";"-2.7";"-2.7";"3446";"-5.9";"-5.9";"203389";"701"
"981";"PV22  ";"2012KW01";"111.3";"-0.5";"-2.2";"700";"-26.7";"-13.3";"199579";"140"
"982";"PV22  ";"2012KW02";"106.7";"-4.2";"-6.2";"966";"38";"16.5";"196422";"190"
"983";"PV22  ";"2012KW03";"104.8";"-1.7";"-6.8";"685";"-29.1";"-19.9";"187961";"129"
"984";"PV22  ";"2012KW04";"103.2";"-1.6";"-7.8";"1034";"50.9";"8.3";"191451";"198"
"985";"PV22  ";"2012JJ00";"106.5";"-5.7";"-5.7";"3385";"-1.8";"-1.8";"193844";"656"
"986";"PV22  ";"2013KW01";"99.7";"-3.3";"-10.4";"624";"-39.7";"-10.9";"186468";"116"
"987";"PV22  ";"2013KW02";"98.7";"-1.1";"-7.5";"688";"10.3";"-28.8";"178715";"123"
"988";"PV22  ";"2013KW03";"97.6";"-1.1";"-6.9";"936";"36";"36.6";"181214";"170"
"989";"PV22  ";"2013KW04";"98.7";"1.1";"-4.3";"1016";"8.5";"-1.7";"181722";"185"
"990";"PV22  ";"2013JJ00";"98.7";"-7.3";"-7.3";"3264";"-3.6";"-3.6";"181850";"594"
"991";"PV22  ";"2014KW01";"98.7";"0";"-1";"783";"-22.9";"25.5";"180705";"141"
"992";"PV22  ";"2014KW02";"98";"-0.7";"-0.7";"942";"20.3";"36.9";"183371";"173"
"993";"PV22  ";"2014KW03";"99.2";"1.2";"1.7";"1105";"17.3";"18.1";"187852";"208"
"994";"PV22  ";"2014KW04";"97.9";"-1.4";"-0.9";"1378";"24.7";"35.6";"186996";"258"
"995";"PV22  ";"2014JJ00";"98.5";"-0.2";"-0.2";"4208";"28.9";"28.9";"185239";"779"
"996";"PV22  ";"2015KW01";"99.8";"2";"1.1";"976";"-29.2";"24.6";"186577";"182"
"997";"PV22  ";"2015KW02";"99.2";"-0.6";"1.2";"1160";"18.9";"23.1";"194019";"225"
"998";"PV22  ";"2015KW03";"100.4";"1.2";"1.2";"1364";"17.6";"23.4";"192686";"263"
"999";"PV22  ";"2015KW04";"100.6";"0.1";"2.8";"1511";"10.8";"9.7";"201843";"305"
"1000";"PV22  ";"2015JJ00";"100";"1.6";"1.6";"5011";"19.1";"19.1";"194566";"975"
"1001";"PV22  ";"2016KW01";"100.1";"-0.5";"0.3";"1165";"-22.9";"19.4";"200577";"234"
"1002";"PV22  ";"2016KW02";"101.4";"1.3";"2.2";"1493";"28.2";"28.7";"204640";"306"
"1003";"PV22  ";"2016KW03";"103.1";"1.7";"2.6";"1680";"12.5";"23.2";"210131";"353"
"1004";"PV22  ";"2016KW04";"103.9";"0.8";"3.3";"1784";"6.2";"18.1";"205088";"366"
"1005";"PV22  ";"2016JJ00";"102.1";"2.1";"2.1";"6122";"22.2";"22.2";"205504";"1258"
"1006";"PV22  ";"2017KW01";"105";"1";"4.9";"1586";"-11.1";"36.1";"208940";"331"
"1007";"PV22  ";"2017KW02";"106.7";"1.6";"5.2";"1788";"12.7";"19.8";"214920";"384"
"1008";"PV22  ";"2017KW03";"108.6";"1.9";"5.4";"1964";"9.8";"16.9";"215591";"423"
"1009";"PV22  ";"2017KW04";"110";"1.3";"5.9";"2183";"11.2";"22.4";"213982";"467"
"1010";"PV22  ";"2017JJ00";"107.6";"5.4";"5.4";"7521";"22.9";"22.9";"213562";"1606"
"1011";"PV22  ";"2018KW01";"111.3";"1.1";"6";"1635";"-25.1";"3.1";"221345";"362"
"1012";"PV22  ";"2018KW02";"113.4";"1.9";"6.4";"1743";"6.6";"-2.5";"224970";"392"
"1013";"PV22  ";"2018KW03";"116.2";"2.5";"7";"1864";"6.9";"-5.1";"231765";"432"
"1014";"PV22  ";"2018KW04";"118.3";"1.8";"7.5";"1834";"-1.6";"-16";"234656";"430"
"1015";"PV22  ";"2018JJ00";"114.8";"6.7";"6.7";"7076";"-5.9";"-5.9";"228433";"1616"
"1016";"PV22  ";"2019KW01";"121.6";"2.8";"9.3";"1579";"-13.9";"-3.4";"233442";"369"
"1017";"PV22  ";"2019KW02";"122";"0.3";"7.6";"1683";"6.6";"-3.4";"236670";"398"
"1018";"PV22  ";"2019KW03";"126.2";"3.4";"8.6";"1799";"6.9";"-3.5";"248142";"446"
"1019";"PV22  ";"2019KW04";"127.1";"0.7";"7.4";"1913";"6.3";"4.3";"247761";"474"
"1020";"PV22  ";"2019JJ00";"124.2";"8.2";"8.2";"6974";"-1.4";"-1.4";"241941";"1687"
"1021";"PV22  ";"2020KW01";"130";"2.3";"6.9";"1658";"-13.3";"5";"252767";"419"
"1022";"PV22  ";"2020KW02";"132.7";"2.1";"8.8";"1808";"9";"7.4";"263864";"477"
"1023";"PV22  ";"2020KW03";"136.2";"2.6";"7.9";"1909";"5.6";"6.1";"270676";"517"
"1024";"PV23  ";"1995KW01";"43";;;"1811";;;"80468";"146"
"1025";"PV23  ";"1995KW02";"42.6";"-0.9";;"2284";"26.1";;"83183";"190"
"1026";"PV23  ";"1995KW03";"43.9";"3";;"2620";"14.7";;"84490";"221"
"1027";"PV23  ";"1995KW04";"44.9";"2.2";;"2871";"9.6";;"85085";"244"
"1028";"PV23  ";"1995JJ00";"43.6";;;"9586";;;"83597";"801"
"1029";"PV23  ";"1996KW01";"45.8";"2";"6.4";"2227";"-22.4";"23";"86285";"192"
"1030";"PV23  ";"1996KW02";"48.2";"5.2";"13";"2894";"30";"26.7";"88549";"256"
"1031";"PV23  ";"1996KW03";"49.4";"2.6";"12.6";"3283";"13.4";"25.3";"92645";"304"
"1032";"PV23  ";"1996KW04";"50.9";"3";"13.5";"3227";"-1.7";"12.4";"94008";"303"
"1033";"PV23  ";"1996JJ00";"48.6";"11.4";"11.4";"11631";"21.3";"21.3";"90786";"1056"
"1034";"PV23  ";"1997KW01";"52.1";"2.4";"13.9";"2055";"-36.3";"-7.7";"96978";"199"
"1035";"PV23  ";"1997KW02";"53.8";"3.3";"11.7";"2935";"42.8";"1.4";"101507";"298"
"1036";"PV23  ";"1997KW03";"54.1";"0.6";"9.5";"3415";"16.4";"4";"101372";"346"
"1037";"PV23  ";"1997KW04";"56";"3.4";"9.9";"3552";"4";"10.1";"106517";"378"
"1038";"PV23  ";"1997JJ00";"54";"11.2";"11.2";"11957";"2.8";"2.8";"102179";"1222"
"1039";"PV23  ";"1998KW01";"56.6";"1.1";"8.6";"2535";"-28.6";"23.4";"105395";"267"
"1040";"PV23  ";"1998KW02";"58";"2.5";"7.7";"3077";"21.4";"4.8";"106927";"329"
"1041";"PV23  ";"1998KW03";"59.9";"3.2";"10.6";"3171";"3.1";"-7.1";"111963";"355"
"1042";"PV23  ";"1998KW04";"62.5";"4.4";"11.7";"3459";"9.1";"-2.6";"115486";"399"
"1043";"PV23  ";"1998JJ00";"59.2";"9.7";"9.7";"12242";"2.4";"2.4";"110332";"1351"
"1044";"PV23  ";"1999KW01";"64.5";"3.2";"14";"2654";"-23.3";"4.7";"119989";"318"
"1045";"PV23  ";"1999KW02";"67.2";"4.2";"15.9";"3266";"23.1";"6.1";"124407";"406"
"1046";"PV23  ";"1999KW03";"70.7";"5.2";"18.1";"3608";"10.5";"13.8";"130193";"470"
"1047";"PV23  ";"1999KW04";"72.8";"3";"16.5";"3620";"0.3";"4.7";"136000";"492"
"1048";"PV23  ";"1999JJ00";"68.8";"16.2";"16.2";"13148";"7.4";"7.4";"128295";"1687"
"1049";"PV23  ";"2000KW01";"77.6";"6.6";"20.4";"2329";"-35.7";"-12.2";"138065";"322"
"1050";"PV23  ";"2000KW02";"81";"4.4";"20.6";"2717";"16.7";"-16.8";"148123";"402"
"1051";"PV23  ";"2000KW03";"84.2";"3.9";"19.1";"2889";"6.3";"-19.9";"157310";"454"
"1052";"PV23  ";"2000KW04";"86.5";"2.7";"18.7";"3100";"7.3";"-14.4";"163114";"506"
"1053";"PV23  ";"2000JJ00";"82.3";"19.7";"19.7";"11035";"-16.1";"-16.1";"152617";"1684"
"1054";"PV23  ";"2001KW01";"88.7";"2.6";"14.2";"2393";"-22.8";"2.7";"162191";"388"
"1055";"PV23  ";"2001KW02";"91.4";"3";"12.7";"2891";"20.8";"6.4";"166778";"482"
"1056";"PV23  ";"2001KW03";"94.9";"3.9";"12.7";"3117";"7.8";"7.9";"177279";"553"
"1057";"PV23  ";"2001KW04";"94.2";"-0.7";"8.9";"3502";"12.4";"13";"172109";"603"
"1058";"PV23  ";"2001JJ00";"92.3";"12.1";"12.1";"11903";"7.9";"7.9";"170174";"2026"
"1059";"PV23  ";"2002KW01";"96.5";"2.5";"8.9";"2880";"-17.8";"20.4";"170313";"491"
"1060";"PV23  ";"2002KW02";"97.4";"0.9";"6.6";"3099";"7.6";"7.2";"177583";"550"
"1061";"PV23  ";"2002KW03";"100.3";"3";"5.7";"3225";"4.1";"3.5";"183632";"592"
"1062";"PV23  ";"2002KW04";"99.4";"-0.9";"5.5";"3395";"5.3";"-3.1";"181338";"616"
"1063";"PV23  ";"2002JJ00";"98.4";"6.6";"6.6";"12599";"5.8";"5.8";"178482";"2249"
"1064";"PV23  ";"2003KW01";"100.1";"0.8";"3.7";"2594";"-23.6";"-9.9";"181035";"470"
"1065";"PV23  ";"2003KW02";"101.4";"1.2";"4.1";"3048";"17.5";"-1.6";"185575";"566"
"1066";"PV23  ";"2003KW03";"102.1";"0.7";"1.8";"3159";"3.6";"-2";"180683";"571"
"1067";"PV23  ";"2003KW04";"104.1";"2";"4.8";"3617";"14.5";"6.5";"191439";"692"
"1068";"PV23  ";"2003JJ00";"101.9";"3.6";"3.6";"12418";"-1.4";"-1.4";"185090";"2298"
"1069";"PV23  ";"2004KW01";"104.9";"0.7";"4.7";"2414";"-33.3";"-6.9";"190930";"461"
"1070";"PV23  ";"2004KW02";"106.2";"1.3";"4.8";"2997";"24.2";"-1.7";"192182";"576"
"1071";"PV23  ";"2004KW03";"107.1";"0.8";"4.9";"3116";"4";"-1.4";"193905";"604"
"1072";"PV23  ";"2004KW04";"107.7";"0.6";"3.5";"3479";"11.7";"-3.8";"190629";"663"
"1073";"PV23  ";"2004JJ00";"106.5";"4.5";"4.5";"12006";"-3.3";"-3.3";"191927";"2304"
"1074";"PV23  ";"2005KW01";"107.8";"0.1";"2.9";"2758";"-20.7";"14.3";"192214";"530"
"1075";"PV23  ";"2005KW02";"109.7";"1.8";"3.3";"3239";"17.4";"8.1";"196612";"637"
"1076";"PV23  ";"2005KW03";"111.1";"1.2";"3.7";"3414";"5.4";"9.6";"199896";"682"
"1077";"PV23  ";"2005KW04";"112.4";"1.2";"4.3";"3432";"0.5";"-1.4";"203852";"700"
"1078";"PV23  ";"2005JJ00";"110.3";"3.6";"3.6";"12843";"7";"7";"198475";"2549"
"1079";"PV23  ";"2006KW01";"113.8";"1.2";"5.5";"2940";"-14.3";"6.6";"205358";"604"
"1080";"PV23  ";"2006KW02";"115.2";"1.2";"5";"3196";"8.7";"-1.3";"205190";"656"
"1081";"PV23  ";"2006KW03";"115.6";"0.4";"4.1";"3285";"2.8";"-3.8";"210593";"692"
"1082";"PV23  ";"2006KW04";"115.9";"0.3";"3.1";"3308";"0.7";"-3.6";"206292";"682"
"1083";"PV23  ";"2006JJ00";"115.1";"4.4";"4.4";"12729";"-0.9";"-0.9";"206909";"2634"
"1084";"PV23  ";"2007KW01";"116.7";"0.7";"2.6";"2606";"-21.2";"-11.4";"211393";"551"
"1085";"PV23  ";"2007KW02";"117.6";"0.8";"2.1";"3118";"19.6";"-2.4";"218255";"681"
"1086";"PV23  ";"2007KW03";"118.3";"0.6";"2.3";"3156";"1.2";"-3.9";"220935";"697"
"1087";"PV23  ";"2007KW04";"117.8";"-0.5";"1.6";"3344";"6";"1.1";"211822";"708"
"1088";"PV23  ";"2007JJ00";"117.6";"2.1";"2.1";"12224";"-4";"-4";"215724";"2637"
"1089";"PV23  ";"2008KW01";"120.2";"2.1";"3";"2553";"-23.7";"-2";"215061";"549"
"1090";"PV23  ";"2008KW02";"119.7";"-0.4";"1.8";"2962";"16";"-5";"222313";"658"
"1091";"PV23  ";"2008KW03";"120.8";"0.9";"2.1";"2927";"-1.2";"-7.3";"222067";"650"
"1092";"PV23  ";"2008KW04";"119.2";"-1.4";"1.2";"2824";"-3.5";"-15.6";"218350";"617"
"1093";"PV23  ";"2008JJ00";"120";"2";"2";"11266";"-7.8";"-7.8";"219612";"2474"
"1094";"PV23  ";"2009KW01";"119.5";"0.3";"-0.6";"1622";"-42.6";"-36.5";"220490";"358"
"1095";"PV23  ";"2009KW02";"116.5";"-2.5";"-2.7";"1817";"12";"-38.7";"213528";"388"
"1096";"PV23  ";"2009KW03";"115.4";"-0.9";"-4.5";"2107";"16";"-28";"209632";"442"
"1097";"PV23  ";"2009KW04";"114.6";"-0.7";"-3.8";"2307";"9.5";"-18.3";"208265";"480"
"1098";"PV23  ";"2009JJ00";"116.5";"-2.9";"-2.9";"7853";"-30.3";"-30.3";"212375";"1668"
"1099";"PV23  ";"2010KW01";"113.9";"-0.7";"-4.7";"1632";"-29.3";"0.6";"206764";"337"
"1100";"PV23  ";"2010KW02";"114.9";"0.9";"-1.4";"2018";"23.7";"11.1";"215075";"434"
"1101";"PV23  ";"2010KW03";"114.6";"-0.2";"-0.7";"2033";"0.7";"-3.5";"212465";"432"
"1102";"PV23  ";"2010KW04";"113.6";"-0.9";"-0.9";"2137";"5.1";"-7.4";"209315";"447"
"1103";"PV23  ";"2010JJ00";"114.2";"-1.9";"-1.9";"7820";"-0.4";"-0.4";"211088";"1651"
"1104";"PV23  ";"2011KW01";"111.5";"-1.8";"-2.1";"1735";"-18.8";"6.3";"206416";"358"
"1105";"PV23  ";"2011KW02";"111.8";"0.3";"-2.7";"1810";"4.3";"-10.3";"211101";"382"
"1106";"PV23  ";"2011KW03";"111.4";"-0.4";"-2.8";"1951";"7.8";"-4";"211083";"412"
"1107";"PV23  ";"2011KW04";"109";"-2.1";"-4";"2046";"4.9";"-4.3";"204340";"418"
"1108";"PV23  ";"2011JJ00";"110.9";"-2.9";"-2.9";"7542";"-3.6";"-3.6";"208185";"1570"
"1109";"PV23  ";"2012KW01";"109.2";"0.2";"-2";"1587";"-22.4";"-8.5";"207311";"329"
"1110";"PV23  ";"2012KW02";"107";"-2.1";"-4.3";"2301";"45";"27.1";"208375";"479"
"1111";"PV23  ";"2012KW03";"102.3";"-4.4";"-8.2";"1581";"-31.3";"-19";"195211";"309"
"1112";"PV23  ";"2012KW04";"102.6";"0.3";"-5.9";"2374";"50.2";"16";"198608";"471"
"1113";"PV23  ";"2012JJ00";"105.3";"-5.1";"-5.1";"7843";"4";"4";"202549";"1589"
"1114";"PV23  ";"2013KW01";"100.2";"-2.3";"-8.3";"1477";"-37.8";"-6.9";"191167";"282"
"1115";"PV23  ";"2013KW02";"97.3";"-2.9";"-9";"1338";"-9.4";"-41.9";"186930";"250"
"1116";"PV23  ";"2013KW03";"98.7";"1.5";"-3.5";"1759";"31.5";"11.3";"192401";"338"
"1117";"PV23  ";"2013KW04";"97.9";"-0.8";"-4.5";"2266";"28.8";"-4.5";"188383";"427"
"1118";"PV23  ";"2013JJ00";"98.5";"-6.4";"-6.4";"6840";"-12.8";"-12.8";"189733";"1298"
"1119";"PV23  ";"2014KW01";"99.2";"1.3";"-1";"1801";"-20.5";"21.9";"190372";"343"
"1120";"PV23  ";"2014KW02";"99.1";"-0.1";"1.8";"2096";"16.4";"56.7";"198732";"417"
"1121";"PV23  ";"2014KW03";"99.4";"0.3";"0.7";"2158";"3";"22.7";"197364";"426"
"1122";"PV23  ";"2014KW04";"99";"-0.5";"1";"3116";"44.4";"37.5";"199619";"622"
"1123";"PV23  ";"2014JJ00";"99.2";"0.6";"0.6";"9171";"34.1";"34.1";"197070";"1807"
"1124";"PV23  ";"2015KW01";"99.4";"0.5";"0.2";"2065";"-33.7";"14.7";"191001";"394"
"1125";"PV23  ";"2015KW02";"99.8";"0.4";"0.7";"2354";"14";"12.3";"199818";"470"
"1126";"PV23  ";"2015KW03";"100.1";"0.3";"0.7";"2913";"23.7";"35";"199799";"582"
"1127";"PV23  ";"2015KW04";"100.8";"0.7";"1.8";"3130";"7.4";"0.4";"201960";"632"
"1128";"PV23  ";"2015JJ00";"100";"0.9";"0.9";"10462";"14.1";"14.1";"198713";"2079"
"1129";"PV23  ";"2016KW01";"102.7";"1.9";"3.3";"2510";"-19.8";"21.6";"207814";"522"
"1130";"PV23  ";"2016KW02";"103";"0.3";"3.2";"3041";"21.2";"29.2";"208473";"634"
"1131";"PV23  ";"2016KW03";"104.6";"1.6";"4.5";"3783";"24.4";"29.9";"213411";"807"
"1132";"PV23  ";"2016KW04";"105.2";"0.6";"4.4";"3763";"-0.5";"20.2";"211640";"796"
"1133";"PV23  ";"2016JJ00";"103.9";"3.9";"3.9";"13097";"25.2";"25.2";"210683";"2759"
"1134";"PV23  ";"2017KW01";"106.9";"1.6";"4.1";"3613";"-4";"43.9";"223858";"809"
"1135";"PV23  ";"2017KW02";"108.7";"1.7";"5.6";"3705";"2.5";"21.8";"223358";"828"
"1136";"PV23  ";"2017KW03";"111.3";"2.3";"6.4";"3861";"4.2";"2.1";"232239";"897"
"1137";"PV23  ";"2017KW04";"112.7";"1.3";"7.1";"4291";"11.1";"14";"228771";"982"
"1138";"PV23  ";"2017JJ00";"109.9";"5.8";"5.8";"15470";"18.1";"18.1";"227193";"3515"
"1139";"PV23  ";"2018KW01";"114.8";"1.9";"7.4";"3313";"-22.8";"-8.3";"234642";"777"
"1140";"PV23  ";"2018KW02";"116.8";"1.8";"7.5";"3393";"2.4";"-8.4";"242719";"824"
"1141";"PV23  ";"2018KW03";"119.7";"2.5";"7.6";"3693";"8.8";"-4.4";"247190";"913"
"1142";"PV23  ";"2018KW04";"121.1";"1.1";"7.5";"3894";"5.4";"-9.3";"251044";"978"
"1143";"PV23  ";"2018JJ00";"118.1";"7.5";"7.5";"14293";"-7.6";"-7.6";"244270";"3491"
"1144";"PV23  ";"2019KW01";"123.3";"1.8";"7.4";"2996";"-23.1";"-9.6";"256488";"768"
"1145";"PV23  ";"2019KW02";"123.8";"0.4";"6";"3444";"15";"1.5";"255384";"880"
"1146";"PV23  ";"2019KW03";"127.5";"3";"6.5";"3727";"8.2";"0.9";"262709";"979"
